Name,URL,Description,Process,Variety,all_combined,exlc_name_combined
Tanzania Nogorongoro Karatu Peaberry,https://www.sweetmarias.com/tanzania-nogorongoro-karatu-peaberry-6870.html,"A tasty confluence of moderate fruit and sweetness, and relatively high acidity lends structure to notes of palm sugar, berry tea, ripe black plum, a lemongrass note, and tannic bittering in the back end. City to Full City.",Wet Washed,"Bourbon, Modern Hybrids","Tanzania Nogorongoro Karatu Peaberry, A tasty confluence of moderate fruit and sweetness, and relatively high acidity lends structure to notes of palm sugar, berry tea, ripe black plum, a lemongrass note, and tannic bittering in the back end. City to Full City., Wet Washed, Bourbon, Modern Hybrids","A tasty confluence of moderate fruit and sweetness, and relatively high acidity lends structure to notes of palm sugar, berry tea, ripe black plum, a lemongrass note, and tannic bittering in the back end. City to Full City., Wet Washed, Bourbon, Modern Hybrids"
Uganda Mount Elgon Budadiri Town,https://www.sweetmarias.com/uganda-mount-elgon-budadiri-town-6871.html,"Full City roasts stand out, an inky-bodied coffee with rustic dark chocolate flavors, subtle fruited hints, notes of palm sugar, roasted barley tea, prune, and fresh cut cedar wood aroma. Full City to Full City+.",Wet Washed,Bourbon,"Uganda Mount Elgon Budadiri Town, Full City roasts stand out, an inky-bodied coffee with rustic dark chocolate flavors, subtle fruited hints, notes of palm sugar, roasted barley tea, prune, and fresh cut cedar wood aroma. Full City to Full City+., Wet Washed, Bourbon","Full City roasts stand out, an inky-bodied coffee with rustic dark chocolate flavors, subtle fruited hints, notes of palm sugar, roasted barley tea, prune, and fresh cut cedar wood aroma. Full City to Full City+., Wet Washed, Bourbon"
Zambia Dry Process Kateshi,https://www.sweetmarias.com/zambia-dry-process-kateshi-6872.html,"Intense fruited flavor profile, rustic notes augment sweetness, hints of berry fruit, pomegranate kombucha, maraschino cherry, chocolate liqueur, herbaceous aromatics, and a woody incense note. City+ to Full City+.",Dry Natural,Modern Hybrids,"Zambia Dry Process Kateshi, Intense fruited flavor profile, rustic notes augment sweetness, hints of berry fruit, pomegranate kombucha, maraschino cherry, chocolate liqueur, herbaceous aromatics, and a woody incense note. City+ to Full City+., Dry Natural, Modern Hybrids","Intense fruited flavor profile, rustic notes augment sweetness, hints of berry fruit, pomegranate kombucha, maraschino cherry, chocolate liqueur, herbaceous aromatics, and a woody incense note. City+ to Full City+., Dry Natural, Modern Hybrids"
Zambia Isanya Estate,https://www.sweetmarias.com/zambia-isanya-estate-6873.html,"Herbaceous sweetness, a sappy pine note, blackstrap molasses, toasted sugar, a hint of vanilla, dark cocoa roast flavors, and carob chips. City to Full City+. Good for espresso.",Wet Washed,Modern Hybrids,"Zambia Isanya Estate, Herbaceous sweetness, a sappy pine note, blackstrap molasses, toasted sugar, a hint of vanilla, dark cocoa roast flavors, and carob chips. City to Full City+. Good for espresso., Wet Washed, Modern Hybrids","Herbaceous sweetness, a sappy pine note, blackstrap molasses, toasted sugar, a hint of vanilla, dark cocoa roast flavors, and carob chips. City to Full City+. Good for espresso., Wet Washed, Modern Hybrids"
Zambia Kateshi Estate,https://www.sweetmarias.com/zambia-kateshi-estate-6874.html,"Kateshi is a full bodied brew that packs in notes of apple cider, dried fig, caramelized sweetness, pancake syrup, aromatic herbals, and rustic pipe tobacco. City+ to Full City+.",Wet Washed,Modern Hybrids,"Zambia Kateshi Estate, Kateshi is a full bodied brew that packs in notes of apple cider, dried fig, caramelized sweetness, pancake syrup, aromatic herbals, and rustic pipe tobacco. City+ to Full City+., Wet Washed, Modern Hybrids","Kateshi is a full bodied brew that packs in notes of apple cider, dried fig, caramelized sweetness, pancake syrup, aromatic herbals, and rustic pipe tobacco. City+ to Full City+., Wet Washed, Modern Hybrids"
Yemen Al-Qafr Hawari,https://www.sweetmarias.com/yemen-al-qafr-hawari-6838.html,"Caramelized sweetness is impacted by intense cocoa roast bittering, with accents of butternut squash, rustic rice syrup, chocolate wafer cookie, toasted pumpkin seed, pistachio, and woodsy incense. City+ to Full City+. Good for espresso.",Dry Natural,Heirloom,"Yemen Al-Qafr Hawari, Caramelized sweetness is impacted by intense cocoa roast bittering, with accents of butternut squash, rustic rice syrup, chocolate wafer cookie, toasted pumpkin seed, pistachio, and woodsy incense. City+ to Full City+. Good for espresso., Dry Natural, Heirloom","Caramelized sweetness is impacted by intense cocoa roast bittering, with accents of butternut squash, rustic rice syrup, chocolate wafer cookie, toasted pumpkin seed, pistachio, and woodsy incense. City+ to Full City+. Good for espresso., Dry Natural, Heirloom"
Yemen Mokha Harasi,https://www.sweetmarias.com/yemen-mokha-harasi-6440.html,"Full City roasts build out a bittersweet, rustic chocolate core that expands to include creamy Brazil nut, raw cacao, dried peach, cooked pumpkin, pepitas and rustic leathery notes. Full City to Vienna. Good for espresso.",Dry Natural,Heirloom,"Yemen Mokha Harasi, Full City roasts build out a bittersweet, rustic chocolate core that expands to include creamy Brazil nut, raw cacao, dried peach, cooked pumpkin, pepitas and rustic leathery notes. Full City to Vienna. Good for espresso., Dry Natural, Heirloom","Full City roasts build out a bittersweet, rustic chocolate core that expands to include creamy Brazil nut, raw cacao, dried peach, cooked pumpkin, pepitas and rustic leathery notes. Full City to Vienna. Good for espresso., Dry Natural, Heirloom"
Yemen Mokha Khulani,https://www.sweetmarias.com/yemen-mokha-khulani-6839.html,"Khulani offers crowd pleasing bittersweetness with a complex flavor profile of moderate earthy notes, dark cocoa powder, crisped rice, spices like saffron and za'atar, rustic honey, and a mild fruited presence. City+ to Vienna. Intensely bittersweet espresso.",Dry Natural,Heirloom,"Yemen Mokha Khulani, Khulani offers crowd pleasing bittersweetness with a complex flavor profile of moderate earthy notes, dark cocoa powder, crisped rice, spices like saffron and za'atar, rustic honey, and a mild fruited presence. City+ to Vienna. Intensely bittersweet espresso., Dry Natural, Heirloom","Khulani offers crowd pleasing bittersweetness with a complex flavor profile of moderate earthy notes, dark cocoa powder, crisped rice, spices like saffron and za'atar, rustic honey, and a mild fruited presence. City+ to Vienna. Intensely bittersweet espresso., Dry Natural, Heirloom"
Yemen Mokha Matari,https://www.sweetmarias.com/catalog/product/view/id/17715/s/yemen-mokha-matari-6441/category/4/,"Rustic appeal, freeze-dried fruit, earth and spice notes, leathery, cocoa powder, squash, sandalwood oil, chicory root..as complex as they come! City+ to Full City+. Good for espresso.",Dry Natural,Heirloom,"Yemen Mokha Matari, Rustic appeal, freeze-dried fruit, earth and spice notes, leathery, cocoa powder, squash, sandalwood oil, chicory root..as complex as they come! City+ to Full City+. Good for espresso., Dry Natural, Heirloom","Rustic appeal, freeze-dried fruit, earth and spice notes, leathery, cocoa powder, squash, sandalwood oil, chicory root..as complex as they come! City+ to Full City+. Good for espresso., Dry Natural, Heirloom"
Yemen Mokha Matari,https://www.sweetmarias.com/yemen-mokha-matari-6837.html,"Matari is always a standout Yemeni coffee, earth and fruited sweetness, chai spice, dried apricot, banana, freeze dried berry, cocoa powder, sandalwood oil, chicory root, cooked rhubarb..as complex as they come! City+ to Full City+. Good for espresso.",Dry Natural,Heirloom,"Yemen Mokha Matari, Matari is always a standout Yemeni coffee, earth and fruited sweetness, chai spice, dried apricot, banana, freeze dried berry, cocoa powder, sandalwood oil, chicory root, cooked rhubarb..as complex as they come! City+ to Full City+. Good for espresso., Dry Natural, Heirloom","Matari is always a standout Yemeni coffee, earth and fruited sweetness, chai spice, dried apricot, banana, freeze dried berry, cocoa powder, sandalwood oil, chicory root, cooked rhubarb..as complex as they come! City+ to Full City+. Good for espresso., Dry Natural, Heirloom"
Yemen Sana'a-Ibb Highlands,https://www.sweetmarias.com/yemen-sanaa-ibb-highlands-6840.html,"Resonant bittersweetness, creamy body, baking chocolate and high % cacao, top notes of pumpkin seed, anise, aromatic wood, dried apricot, dusty cocoa powder, and more. City+ to Vienna. Fantastic espresso.",Dry Natural,Heirloom,"Yemen Sana'a-Ibb Highlands, Resonant bittersweetness, creamy body, baking chocolate and high % cacao, top notes of pumpkin seed, anise, aromatic wood, dried apricot, dusty cocoa powder, and more. City+ to Vienna. Fantastic espresso., Dry Natural, Heirloom","Resonant bittersweetness, creamy body, baking chocolate and high % cacao, top notes of pumpkin seed, anise, aromatic wood, dried apricot, dusty cocoa powder, and more. City+ to Vienna. Fantastic espresso., Dry Natural, Heirloom"
India Monsoon Malabar AA,https://www.sweetmarias.com/india-monsoon-malabar-aa-6987.html,"Best in the darker roast levels or as a blend application. Earthy, pungent roast tones, with some sweet/bittersweet sugars. A fairly low-sweetness coffee, and has toasted grain and nut flavors that hint at barley, roasted corn, and more. Its strength is body, and will make an interesting cup for fans of earthy, low acid cup. Full City+ to Vienna.",,Modern Hybrids,"India Monsoon Malabar AA, Best in the darker roast levels or as a blend application. Earthy, pungent roast tones, with some sweet/bittersweet sugars. A fairly low-sweetness coffee, and has toasted grain and nut flavors that hint at barley, roasted corn, and more. Its strength is body, and will make an interesting cup for fans of earthy, low acid cup. Full City+ to Vienna., , Modern Hybrids","Best in the darker roast levels or as a blend application. Earthy, pungent roast tones, with some sweet/bittersweet sugars. A fairly low-sweetness coffee, and has toasted grain and nut flavors that hint at barley, roasted corn, and more. Its strength is body, and will make an interesting cup for fans of earthy, low acid cup. Full City+ to Vienna., , Modern Hybrids"
India Robusta Peaberry,https://www.sweetmarias.com/india-robusta-peaberry-6684.html,"What Robusta lacks in sweetness it makes up for in bold bittering roast flavors. Savory umami notes hint at toasted barley, buckwheat pancake, roasted corn and brewers yeast. Read the full review and farm notes! Full City to Vienna. Good for espresso blending.",Wet Washed,,"India Robusta Peaberry, What Robusta lacks in sweetness it makes up for in bold bittering roast flavors. Savory umami notes hint at toasted barley, buckwheat pancake, roasted corn and brewers yeast. Read the full review and farm notes! Full City to Vienna. Good for espresso blending., Wet Washed, ","What Robusta lacks in sweetness it makes up for in bold bittering roast flavors. Savory umami notes hint at toasted barley, buckwheat pancake, roasted corn and brewers yeast. Read the full review and farm notes! Full City to Vienna. Good for espresso blending., Wet Washed, "
Espresso Workshop #48 Number Forty-Two,https://www.sweetmarias.com/espresso-workshop-48-number-forty-two-6786.html,"Full City whittles down the sharp acidity found in lighter roasts, building out chocolate richness, fudgey flavors, fruited hints of plum, pomegranate (not tart though), and tamarind hard candy. Full City+ are packed with carbonized bittersweetness and best for milk drinks. Full City to Full City+. Good for espresso.",,"Bourbon, Typica, Heirloom","Espresso Workshop #48 Number Forty-Two, Full City whittles down the sharp acidity found in lighter roasts, building out chocolate richness, fudgey flavors, fruited hints of plum, pomegranate (not tart though), and tamarind hard candy. Full City+ are packed with carbonized bittersweetness and best for milk drinks. Full City to Full City+. Good for espresso., , Bourbon, Typica, Heirloom","Full City whittles down the sharp acidity found in lighter roasts, building out chocolate richness, fudgey flavors, fruited hints of plum, pomegranate (not tart though), and tamarind hard candy. Full City+ are packed with carbonized bittersweetness and best for milk drinks. Full City to Full City+. Good for espresso., , Bourbon, Typica, Heirloom"
Costa Rica Chirripo Finca Jose,https://www.sweetmarias.com/costa-rica-chirripo-finca-jose-6945.html,"Burnt sugar bittersweetness is accented by a black tea with lemon highlight, hints of hazelnut, semi-sweet chocolate, dried date, rum raisin, and subtle berry accent note. City to Full City+. Good for espresso.",Honey,"Caturra, Modern Hybrids","Costa Rica Chirripo Finca Jose, Burnt sugar bittersweetness is accented by a black tea with lemon highlight, hints of hazelnut, semi-sweet chocolate, dried date, rum raisin, and subtle berry accent note. City to Full City+. Good for espresso., Honey, Caturra, Modern Hybrids","Burnt sugar bittersweetness is accented by a black tea with lemon highlight, hints of hazelnut, semi-sweet chocolate, dried date, rum raisin, and subtle berry accent note. City to Full City+. Good for espresso., Honey, Caturra, Modern Hybrids"
